,word,translation
6496,siren,n
6497,stole,vbl
6498,barrell,
6499,ghostly,adj
6500,attracteda,
6501,feather,n
6502,reflectiveness,
6503,fightsb,
6504,sexuality,n
6505,cheek,n
6506,marguerite,n
6507,dashing,adj
6508,swashbuckler,n
6509,rear,n
6510,liquor,n
6511,feared,
6512,formed,
6513,tassels,
6514,belts,
6515,whispered,
6516,corset,n
6517,obetter,
6518,micro,
6519,farm,n
6520,garden,n
6521,farming,n
6522,grow,vi
6523,allage,
6524,pastel,n
6525,agreeable,adj
6526,quirks,
6527,geared,
6528,horrifying,
6529,grandchildren,n
6530,grandfather,n
6531,duck,n
6532,ralph,
6533,mircro,
6534,micorworld,
6535,bubbly,adj
6536,funtastic,
6537,gardening,n
6538,ehdf,
6539,interacted,
6540,sonic,adj
6541,junior,n
6542,marginally,
6543,edgey,
6544,wholesome,adj
6545,memory,n
6546,trios,
6547,darn,n
6548,wack,n
6549,airplane,n
6550,mirco,
6551,spots,
6552,conversant,adj
6553,dumbed,
6554,actionable,adj
6555,comiclike,
6556,minimalist,n
6557,microworlds,
6558,microworld,
6559,household,n
6560,overplayed,
6561,pew,n
6562,tons,
6563,cbag,
6564,iterations,
6565,gender,n
6566,apt,adj
6567,contain,vt
6568,gadget,n
6569,father,n
6570,son,n
6571,hi,int
6572,parents,
6573,birdlike,
6574,assumed,adj
6575,laptop,_______
6576,tablet,n
6577,chess,n
6578,rook,n
6579,neccesarily,
6580,sister,n
6581,missingdead,
6582,egd,
6583,yo,int
6584,multiverse,n
6585,illustrations,
6586,audiences,
6587,immediacy,n
6588,tailored,adj
6589,animish,
6590,amusing,adj
6591,expectation,n
6592,skewing,
6593,worldplanet,
6594,purchase,vt
6595,rad,n
6596,religious,adj
6597,fools,
6598,templar,n
6599,proportionate,adj
6600,tiers,
6601,flawed,
6602,conflicted,
6603,armory,n
6604,absurdly,adv
6605,puppy,n
6606,impressivebigger,
6607,yeah,adv
6608,paladin,n
6609,hulking,adj
6610,behemoth,n
6611,warriorlike,
6612,slimmer,n
6613,garen,
6614,churning,n
6615,imaginable,adj
6616,yellowgold,
6617,megasized,
6618,sentinel,n
6619,cannons,
6620,fierceness,n
6621,rocket,n
6622,harpoon,n
6623,launcher,n
6624,currently,adv
6625,undisciplined,adj
6626,firing,n
6627,punishing,
6628,simplest,
6629,enslaved,
6630,anne,_£å_å¦
6631,annes,
6632,unhinged,
6633,reliant,adj
6634,redhaired,
6635,boat,n
6636,hoped,
6637,anchor,n
6638,command,n
6639,youthfulness,n
6640,sketches,
6641,crazed,adj
6642,canon,n
6643,composed,adj
6644,conditions,
6645,relish,n
6646,rebelliousness,n
6647,sickly,adj
6648,unlikable,
6649,devilmaycare,
6650,insidious,adj
6651,pihrana,
6652,jynx,n
6653,provocatively,
6654,revenge,n
6655,approaches,
6656,directed,
6657,bodys,
6658,tips,
6659,medea,
6660,skulls,
6661,forming,
6662,sick,n
6663,daggers,
6664,threating,
6665,apathetic,adj
6666,serpentine,adj
6667,greek,adj
6668,cruel,adj
6669,fiercest,
6670,beaty,adj
6671,intimdation,
6672,ticked,
6673,witch,n
6674,vengeful,adj
6675,dagger,n
6676,pissed,adj
6677,someon,
6678,pushed,
6679,exemplify,vt
6680,mermaid,n
6681,tranquil,adj
6682,pinup,adj
6683,spikey,
6684,vengeance,n
6685,sine,prep
6686,blended,
6687,beckoning,adj
6688,pearl,n
6689,menace,n
6690,knives,n
6691,pelvis,n
