,Gender Identity,Income Range,Racial Or Ethnic Identity,Education Level,Age Range,Favorite Mobile Gaming Genres,Mobile Gaming Frequency,Explanation
121,Male,$101k+,White,Bachelor's Degree,35-44,Puzzle; Sports; Strategy,Daily,"She looks very accomplished and steady and definitely like a savvy leader.   I think her special eye is the most prominent, which is important since it is such a critical part of her story."
122,Male,$61-100k,White,Bachelor's Degree,35-44,Adventure; Arcade; Puzzle; Role Playing; Strategy,Weekly,I think A looks the best and most fitting for the regent of a university. B looks like a normal housewife. C is terrible because the scarring is on the opposite side of the description
123,Male,$61-100k,Asian,Graduate Degree,25-34,Word; Trivia; Puzzle; Arcade; Action,Weekly,"Option C is the only one that accurately depicts scarring around the left eye from an injury that would require an eye transplant. However, none of the images depict burn scarring that should be covering half of her face."
124,Male,$61-100k,White,Graduate Degree,35-44,Action; Adventure; Strategy; Trivia; Word,Rarely,I prefer the face of choice A and think the lab coat gives her some credibility and character. I think I like that she looks a bit younger and more attractive than others
125,Male,$31-60k,White,Graduate Degree,25-34,Adventure; Simulation; Strategy; Sports; Trivia,Monthly,I think it is the best for the description and is the most attractive picture. She definitely looks firm and steady. She was probably a beautiful woman when she was younger. I would choose A second because she is more attractive than the other option
126,Male,$101k+,White,Bachelor's Degree,25-34,Simulation; Sports; Action; Role Playing,Daily,I am not very good at evaluating peoples facial expressions like this. However I think that c is th best match as the woman had the look of sadness like someone who lost there husband would have.
127,Male,$31-60k,White,Bachelor's Degree,35-44,Action; Adventure; Casino; Music; Sports,Daily,Option C is my top choice because this character has the appearance and bearing and attitude that fits the description perfectly based on her appearance and attitude and dress.
128,Male,$0-30k,White,Bachelor's Degree,25-34,Trivia; Strategy,Never,"I think that option A is the most unique and interesting character design.  I think that the character fits the description well, and makes me want to learn more."
129,Male,$101k+,Asian,Bachelor's Degree,35-44,Word; Strategy; Role Playing; Adventure; Action,Daily,"I think C and A are pretty close to matching the description for me. Both have the aged and wise leader look to them but also the whole ""I'm tired of dealing this stupid"" look to them. I think the outfit in C and A look better than in B. I think a firm and steady leader would choose a less garish color and go for a more muted design. I like that C somewhat shows off the description (left eye of her lover's) while the other two kind of hide it. I think the glasses are a nice touch in A but the outfit feels too much scientist than leader.C definitely has more elements of the description and feel more in align to what I expect than the other two."
130,Male,$101k+,White,Graduate Degree,35-44,Adventure; Action; Strategy; Role Playing; Simulation,Daily,The outfit in C looks a bit too bland. I like the white contrast with the blue in A.
131,Male,$101k+,White,Bachelor's Degree,25-34,Simulation; Sports; Strategy; Adventure; Action,Monthly,"I liked option B, I thought the character looked like they would be a champion for equal rights"
132,Male,$0-30k,Black,Associate Degree,35-44,Arcade; Simulation; Board; Role Playing; Strategy,Daily,"I like the red in B, it pops out. The white coat in A makes her look like a doctor. I like the cost color in C"
133,Male,$31-60k,White,Bachelor's Degree,35-44,Casino; Puzzle; Trivia,Daily,I feel that the woman in C looks the most like she would have the drive to do what Mrs. Gold is trying to do. I like the scar on the face so show why she needs the eye and I feel that B looks too upper class and A looks too professional. I think the outfit in C is most fitting as well.
134,Male,$31-60k,White,High School,25-34,Strategy; Word; Puzzle; Action,Daily,"Truthfully, none of them jumped out at me. All of the concept pieces seemed pretty bland and lacked a bit of personality. I felt that C had a slight edge since she looked like she plays the description a little bit better than the other two. But A and B are tied for last and I wouldn't really consider them over C."
135,Male,$101k+,Black,Bachelor's Degree,25-34,Sports; Racing; Puzzle; Adventure; Action,Daily,I would choose choice A first because it has a almost full picture of the person and the description also allows one to fit the words of the person as per the picture which is shown there then I would choose choice B which has a greater data of the person and the image of the person is not that shown much but it has a good measure where one can be able to attach the attributes of the person to the face of  the person and the last choice will be C which does not really have a detailed information about the person and also the image of the person is not that fully given to be able to attach the given information to the face of the person.
136,Male,$61-100k,Asian,Bachelor's Degree,21-24,Card; Strategy; Simulation; Adventure; Action,Daily,I prefer choice A over the others on the basis of design and art style. The character descriptions and overall writing of every choice is really good and pulls the reader in so it was hard to choose between them. I chose art style as the deciding factor since the descriptions were all already good.
137,Male,$101k+,White,Bachelor's Degree,35-44,Casino; Trivia; Word; Action; Arcade,Daily,"Overall including image and backstory, A wins out.  No image is bad nor is any stoey"
138,Male,$31-60k,Asian,Graduate Degree,25-34,Trivia; Strategy; Simulation; Role Playing; Action,Daily,"I choose B because the character in B is unique and the description is very appealing, compared to A or C"
139,Male,$61-100k,White,Graduate Degree,35-44,Action; Arcade; Role Playing; Strategy; Puzzle,Weekly,"The last place choice does not really get it for me.  I picture a tough old lady that has business skills but this version of the character reminds me more of a doctor than a business person mostly because of what looks like a lab coat.  The first place choice gets it right with the clothing and facial expression.  Looks like an old lady with a creepy left eye, and the clothing looks like business professional."
140,Male,$61-100k,Hispanic,Bachelor's Degree,25-34,Strategy; Sports; Action; Role Playing; Racing,Daily,B is the most attractive one as she has a soft look to her face and a very caring demeanor. C has the demeanor to fit but her age is showing in the picture. A has the attractive looks but I think that the glasses throw her off.
141,Male,$31-60k,White,Bachelor's Degree,25-34,Arcade; Card; Educational; Puzzle; Music,Daily,The more approachable doctor picture looks good it also looks a tad bit young but in a trusting way
